asin,ISBN10,brand,image_url,title,categories
7350813,7350813,Emily Brontë,"https://images-na.ssl-images-amazon.com/images/I/41k1JwQ6zVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Wuthering Heights (Collins Classics),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
7513763,9.78001E+12,Drew Daywalt,"https://images-na.ssl-images-amazon.com/images/I/51q21jP9MtL._SX218_BO1,204,203,200_QL40_ML2_.jpg",THE DAYS THE CRAYONS QUIT,"[""Books"",""Children's Books"",""Literature & Fiction""]"
8183988,8183988,Bernard Cornwell,"https://images-na.ssl-images-amazon.com/images/I/51n75dtKIPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",War Lord: Book 13 (The Last Kingdom Series),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
8305838,8305838,David Walliams,"https://images-na.ssl-images-amazon.com/images/I/513FzT0YbIL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Code Name Bananas: The hilarious and epic new children’s book from multi-million bestselling author David Walliams,"[""Books"",""Children's Books"",""Literature & Fiction""]"
8375526,8375526,Caroline Hirons,"https://images-na.ssl-images-amazon.com/images/I/51agrdZp2BS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Skincare: The award-winning ultimate no-nonsense guide and Sunday Times No. 1 best-seller,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
8387753,8387753,J. R. R. Tolkien,"https://images-na.ssl-images-amazon.com/images/I/51iy3eo8+KL._SY344_BO1,204,203,200_.jpg",The Hobbit & The Lord of the Rings Boxed Set,"[""Books"",""Literature & Fiction"",""Mythology & Folk Tales""]"
8433941,8433941,J. R. R. Tolkien,"https://images-na.ssl-images-amazon.com/images/I/51KZEkcVYML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Silmarillion,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
60244887,60244887,C. S. Lewis,"https://images-na.ssl-images-amazon.com/images/I/51YGwxKn3CL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Chronicles of Narnia (Box Set),"[""Books"",""Children's Books"",""Literature & Fiction""]"
60254920,60254920,Maurice Sendak,"https://images-na.ssl-images-amazon.com/images/I/61zGOvBSgAL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Where the Wild Things Are,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]"
60256656,60256656,Shel Silverstein,"https://images-na.ssl-images-amazon.com/images/I/41m-Tm2wAqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Giving Tree,"[""Books"",""Children's Books"",""Classics""]"
60555661,9.78006E+12,Benjamin GrahamJason Zweig,"https://images-na.ssl-images-amazon.com/images/I/41vQ4DGEmoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"[""Books"",""Business & Money"",""Investing""]"
62429078,62429078,Karin Slaughter,"https://images-na.ssl-images-amazon.com/images/I/51059l63ziL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Pretty Girls,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
60652888,60652888,C. S. Lewis,"https://images-na.ssl-images-amazon.com/images/I/41u+v3YL9xL._SY344_BO1,204,203,200_.jpg",Mere Christianity,"[""Books"",""Christian Books & Bibles"",""Christian Living""]"
60652926,60652926,C. S. Lewis,"https://images-na.ssl-images-amazon.com/images/I/41g3X1zwbfL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Mere Christianity,"[""Books"",""Christian Books & Bibles"",""Christian Living""]"
62909711,62909711,by Dr. Steven R Gundry MD (Author),"https://images-na.ssl-images-amazon.com/images/I/41vHpaHqqqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)","[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss""]"
62439596,62439596,Sally Thorne,"https://images-na.ssl-images-amazon.com/images/I/51kFZTPkczL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Hating Game: A Novel,"[""Books"",""Humor & Entertainment"",""Humor""]"
62931067,62931067,Cicely Tyson,"https://images-na.ssl-images-amazon.com/images/I/41SrQ9us8GL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Just as I Am: A Memoir,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
61992275,61992275,"by Katherine Applegate (Author), Patricia Castelao (Illustrator)","https://images-na.ssl-images-amazon.com/images/I/51oG306ACnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The One and Only Ivan,"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
61992887,61992887,C. S. Lewis,"https://images-na.ssl-images-amazon.com/images/I/51HWQhWuSnL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Chronicles of Narnia Box Set,"[""Books"",""Children's Books"",""Literature & Fiction""]"
140177396,140177396,John Steinbeck,"https://images-na.ssl-images-amazon.com/images/I/41OmKxmMLIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Of Mice and Men,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
140186425,140186425,John Steinbeck,"https://images-na.ssl-images-amazon.com/images/I/41v7MONiyiS._SY291_BO1,204,203,200_QL40_ML2_.jpg",Of Mice and Men (Penguin Great Books of the 20th Century),"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
62457713,62457713,Mark Manson,"https://images-na.ssl-images-amazon.com/images/I/51mN3bY0JjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"[""Books"",""Self-Help"",""Happiness""]"
62457799,62457799,Adam Silvera,"https://images-na.ssl-images-amazon.com/images/I/41KVwunVMvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",They Both Die at the End,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
62457802,62457802,Adam Silvera,"https://images-na.ssl-images-amazon.com/images/I/41yUDMiJ9JL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",They Both Die at the End,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
62464310,62464310,Yuval Noah Harari,"https://images-na.ssl-images-amazon.com/images/I/41MJoxwmKfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Homo Deus: A Brief History of Tomorrow,"[""Books"",""History"",""World""]"
62464345,62464345,Yuval Noah Harari,"https://images-na.ssl-images-amazon.com/images/I/41c-iQqDNSL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Homo Deus: A Brief History of Tomorrow,"[""Books"",""History"",""World""]"
62466593,62466593,Kim Krans,"https://images-na.ssl-images-amazon.com/images/I/41dHJa3a6OL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
006246776X,006246776X,Jory JohnPete Oswald,"https://images-na.ssl-images-amazon.com/images/I/41o4ElxdqTL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Bad Seed (The Food Group),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
62943472,62943472,Kate Quinn,"https://images-na.ssl-images-amazon.com/images/I/51tXM4TLUxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Rose Code: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62024027,9.78006E+12,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51dGX+odxcL._SY344_BO1,204,203,200_.jpg",Divergent,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
62024043,9.78006E+12,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51h4JPR8ZIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Divergent / Insurgent,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
62024051,62024051,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51xAOiKz4iL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Insurgent (Divergent Series, 2)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
006202406X,006202406X,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51WKe9aGJIL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Allegiant,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
62024078,62024078,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51uKkJzieBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Allegiant (Divergent Series, 3)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
140280197,140280197,Robert Greene,"https://images-na.ssl-images-amazon.com/images/I/41KY-NORo9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The 48 Laws of Power,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
62498533,62498533,Angie Thomas,"https://images-na.ssl-images-amazon.com/images/I/417uKEjLwZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Hate U Give,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
60850523,60850523,Aldous Huxley,"https://images-na.ssl-images-amazon.com/images/I/41-n-3hZMeL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Brave New World,"[""Books"",""Literature & Fiction"",""United States""]"
62963686,62963686,Ann Patchett,"https://images-na.ssl-images-amazon.com/images/I/515Jg9lLYaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Dutch House: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
60853964,60853964,Neil GaimanTerry Pratchett,"https://images-na.ssl-images-amazon.com/images/I/51p8eaJSMhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
60853980,60853980,Neil GaimanTerry Pratchett,"https://images-na.ssl-images-amazon.com/images/I/51FuLRqRQwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62968394,62968394,Steve Doocy,"https://images-na.ssl-images-amazon.com/images/I/51oNirCoKnL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),"[""Books"",""Cookbooks, Food & Wine"",""Cooking Education & Reference""]"
62059947,62059947,Kiera Cass,"https://images-na.ssl-images-amazon.com/images/I/51S1EKvtBGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Selection (The Selection, 1)","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
62060619,62060619,Madeline Miller,"https://images-na.ssl-images-amazon.com/images/I/51IvdNGl8rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Song of Achilles,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62060627,62060627,Madeline Miller,"https://images-na.ssl-images-amazon.com/images/I/514aE49swxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Song of Achilles: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
014032724X,014032724X,Gary Paulsen,"https://images-na.ssl-images-amazon.com/images/I/512YBXRZW0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Hatchet,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
60887966,60887966,Paulo Coelho,"https://images-na.ssl-images-amazon.com/images/I/41RV3UHnwsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Alchemist - Gift Edition,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]"
62976583,62976583,Charlie Mackesy,"https://images-na.ssl-images-amazon.com/images/I/418D9yYGB3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Boy, the Mole, the Fox and the Horse","[""Books"",""Comics & Graphic Novels"",""Graphic Novels""]"
60890681,9.78006E+12,Liane Moriarty,"https://images-na.ssl-images-amazon.com/images/I/41tHduyvl+L._SY344_BO1,204,203,200_.jpg",The Last Anniversary: A Novel,"[""Books"",""Literature & Fiction"",""Dramas & Plays""]"
62073478,62073478,Agatha Christie,"https://images-na.ssl-images-amazon.com/images/I/51BuT4UsvNL._SY291_BO1,204,203,200_QL40_ML2_.jpg",And Then There Were None (Agatha Christie Mysteries Collection (Paperback)),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
62073486,62073486,Agatha Christie,"https://images-na.ssl-images-amazon.com/images/I/51MlxNgCsyL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",And Then There Were None,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
62981951,62981951,Frances Hodgson Burnett,"https://images-na.ssl-images-amazon.com/images/I/51o1GtZNZeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Secret Garden,"[""Books"",""Children's Books"",""Literature & Fiction""]"
62563297,62563297,Bernard Cornwell,"https://images-na.ssl-images-amazon.com/images/I/51xvgL3vcHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","War Lord: A Novel (Saxon Tales, 13)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
60935464,60935464,Harper Lee,"https://images-na.ssl-images-amazon.com/images/I/51IXWZzlgSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",To Kill a Mockingbird,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62654195,62654195,Kate Quinn,"https://images-na.ssl-images-amazon.com/images/I/51zasKuYksL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Alice Network: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62667580,62667580,Liv Constantine,"https://images-na.ssl-images-amazon.com/images/I/51J--Mv0jxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Last Mrs. Parrish: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
62667645,62667645,Rumaan Alam,"https://images-na.ssl-images-amazon.com/images/I/41YsBIU+l8S._SY344_BO1,204,203,200_.jpg",Leave the World Behind: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
63040514,63040514,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51vf+Zd6qxL._SY344_BO1,204,203,200_.jpg","Divergent 10th Anniversary Edition (Divergent Series, 1)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
63040522,63040522,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/510leyjEUiL._SY291_BO1,204,203,200_QL40_ML2_.jpg","Insurgent Anniversary Edition (Divergent Series, 2)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
63040530,63040530,Veronica Roth,"https://images-na.ssl-images-amazon.com/images/I/51jTXHiYOML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Allegiant Anniversary Edition (Divergent Series, 3)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
63045982,63045982,J. D. Vance,"https://images-na.ssl-images-amazon.com/images/I/51aK9ixl7tL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Hillbilly Elegy [movie tie-in]: A Memoir of a Family and Culture in Crisis,"[""Books"",""Biographies & Memoirs"",""Historical""]"
63046105,63046105,Omid ScobieCarolyn Durand,"https://images-na.ssl-images-amazon.com/images/I/41EOuDhySsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
63046113,63046113,Omid ScobieCarolyn Durand,"https://images-na.ssl-images-amazon.com/images/I/41XlJlEmxhS._SY291_BO1,204,203,200_QL40_ML2_.jpg",Finding Freedom: Harry and Meghan,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
62678426,62678426,A. J Finn,"https://images-na.ssl-images-amazon.com/images/I/51Q0ZA4gmBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Woman in the Window: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
61124958,6112495,E. B WhiteGarth Williams,"https://images-na.ssl-images-amazon.com/images/I/61+3z1o4oUL._SY344_BO1,204,203,200_.jpg",Charlotte's Web,"[""Books"",""Children's Books"",""Animals""]"
140501738,140501738,Don Freeman,"https://images-na.ssl-images-amazon.com/images/I/51sIORH4JqL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Corduroy,"[""Books"",""Children's Books"",""Animals""]"
63063530,63063530,Sally Thorne,"https://images-na.ssl-images-amazon.com/images/I/51PYLBJfDkL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Hating Game,"[""Books"",""Humor & Entertainment"",""Humor""]"
62696122,62696122,Aldous Huxley,"https://images-na.ssl-images-amazon.com/images/I/51K6hPJ0buL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Brave New World,"[""Books"",""Literature & Fiction"",""United States""]"
62697250,62697250,Neil GaimanTerry Pratchett,"https://images-na.ssl-images-amazon.com/images/I/51YxR2RGvbL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
63078902,63078902,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/513yHCCzv5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Bridgerton [TV Tie-in] (Bridgertons Book 1),"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
62238868,62238868,Chris KyleScott McEwenJim DeFelice,"https://images-na.ssl-images-amazon.com/images/I/51xvbhi2FaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
63111306,63111306,Liv Constantine,"https://images-na.ssl-images-amazon.com/images/I/51WcJ-9vXvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Last Mrs. Parrish: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
006313862X,006313862X,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51DcgMYEeWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Viscount Who Loved Me: Bridgerton (Bridgertons, 2)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63138646,63138646,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51fXh9AYuEL._SY291_BO1,204,203,200_QL40_ML2_.jpg","Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63141248,63141248,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51JAI9LXHoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Romancing Mister Bridgerton: Bridgerton (Bridgertons, 4)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63141256,63141256,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51qJJ-KyG-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","To Sir Phillip, With Love: Bridgerton (Bridgertons, 5)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63141280,63141280,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51AfDNUuqBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","When He Was Wicked: Bridgerton (Bridgertons, 6)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63141299,63141299,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/51TV1a8TvpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","It's in His Kiss: Bridgerton (Bridgertons, 7)","[""Books"",""Literature & Fiction"",""Women's Fiction""]"
63141302,63141302,Julia Quinn,"https://images-na.ssl-images-amazon.com/images/I/515Vu3mz+TL._SY344_BO1,204,203,200_.jpg","On the Way to the Wedding: Bridgerton (Bridgertons, 8)","[""Books"",""Romance"",""Historical""]"
63142783,63142783,Charlie Mackesy,"https://images-na.ssl-images-amazon.com/images/I/41LsNc3zJHL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","The Boy, the Mole, the Fox and the Horse Deluxe (Yellow) Edition","[""Books"",""Comics & Graphic Novels"",""Graphic Novels""]"
62797158,62797158,Heather Morris,"https://images-na.ssl-images-amazon.com/images/I/41ZBK9+E0vL._SY344_BO1,204,203,200_.jpg",The Tattooist of Auschwitz: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62803832,62803832,Gary John Bishop,"https://images-na.ssl-images-amazon.com/images/I/41e7CLOxUIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Unfu*k Yourself: Get Out of Your Head and into Your Life (Unfu*k Yourself series),"[""Books"",""Self-Help"",""Happiness""]"
006282015X,9.78006E+12,Joanna GainesMarah Stets,"https://images-na.ssl-images-amazon.com/images/I/51iDWMHbdhL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Magnolia Table,"[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]"
62820184,62820184,Joanna Gaines,"https://images-na.ssl-images-amazon.com/images/I/41W+DpFKNbL._SX258_BO1,204,203,200_.jpg","Magnolia Table, Volume 2: A Collection of Recipes for Gathering","[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]"
64400557,64400557,E. B. WhiteGarth Williams,"https://images-na.ssl-images-amazon.com/images/I/5175Z5YYS7L._SY291_BO1,204,203,200_QL40_ML2_.jpg",Charlotte's Web (Trophy Newbery),"[""Books"",""Literature & Fiction"",""Contemporary""]"
006283486X,006283486X,Daniel Silva,"https://images-na.ssl-images-amazon.com/images/I/41YoyZ0j1aL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Cellist: A Novel (Gabriel Allon, 21)","[""Books"",""Literature & Fiction"",""Action & Adventure""]"
006440188X,006440188X,Frances Hodgson Burnett,"https://images-na.ssl-images-amazon.com/images/I/51U5LphhqXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Secret Garden (HarperClassics),"[""Books"",""Children's Books"",""Literature & Fiction""]"
62841742,62841742,Hoda KotbSuzie Mason,"https://images-na.ssl-images-amazon.com/images/I/51FnzgOR8cL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",I've Loved You Since Forever,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
62841750,62841750,Hoda KotbSuzie Mason,"https://images-na.ssl-images-amazon.com/images/I/51vrHeXp-rL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",I've Loved You Since Forever Board Book,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
141439513,9.78014E+12,Jane Austen,"https://images-na.ssl-images-amazon.com/images/I/41oMRzKdGNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Pride and Prejudice,"[""Books"",""Literature & Fiction"",""Classics""]"
141439556,141439556,Emily Brontë,"https://images-na.ssl-images-amazon.com/images/I/41dAOQBWAUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Wuthering Heights (Penguin Classics),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
141439572,141439572,Oscar Wilde,"https://images-na.ssl-images-amazon.com/images/I/41Gl8oGuVDS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Picture of Dorian Gray,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
64431789,64431789,Maurice Sendak,"https://images-na.ssl-images-amazon.com/images/I/615VKkb9nNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Where the Wild Things Are,"[""Books"",""Children's Books"",""Animals""]"
62297198,62297198,Darin Olien,"https://images-na.ssl-images-amazon.com/images/I/51lgtaS8b+L._SY344_BO1,204,203,200_.jpg","SuperLife: The 5 Simple Fixes That Will Make You Healthy, Fit, and Eternally Awesome","[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss""]"
91929113,9.78009E+12,Timothy Ferriss,"https://images-na.ssl-images-amazon.com/images/I/51+U4oyBDJL._SY344_BO1,204,203,200_.jpg","The 4-Hour Work Week: Escape the 9-5, Live Anywhere and Join the New Rich","[""Books"",""Business & Money"",""Business Culture""]"
62300547,9.78006E+12,J. D. Vance,"https://images-na.ssl-images-amazon.com/images/I/51gufUMfXZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"[""Books"",""Biographies & Memoirs"",""Historical""]"
62300555,9.78006E+12,J. D. Vance,"https://images-na.ssl-images-amazon.com/images/I/41Ob0TaHDwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"[""Books"",""History"",""Americas""]"
62301233,9.78006E+12,Ashlee Vance,"https://images-na.ssl-images-amazon.com/images/I/51kWCi08LOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","[""Books"",""Engineering & Transportation"",""Engineering""]"
006230125X,006230125X,Ashlee Vance,"https://images-na.ssl-images-amazon.com/images/I/5112YFsXIJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","[""Books"",""Engineering & Transportation"",""Engineering""]"
61537934,9.78006E+12,Garth Stein,"https://images-na.ssl-images-amazon.com/images/I/41d5u91EnxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Art of Racing in the Rain,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
61537969,9.78006E+12,Garth Stein,"https://images-na.ssl-images-amazon.com/images/I/41xQVphTvuL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Art of Racing in the Rain: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
141983760,9.78014E+12,Matthew Walker,"https://images-na.ssl-images-amazon.com/images/I/41yN1NYjE8L._SY291_BO1,204,203,200_QL40_ML2_.jpg",Why We Sleep,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
141988517,141988517,Jordan B. Peterson,"https://images-na.ssl-images-amazon.com/images/I/41EATHVLJRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",12 Rules for Life: An Antidote to Chaos,"[""Books"",""Business & Money"",""Job Hunting & Careers""]"
62315005,62315005,Paulo Coelho,"https://images-na.ssl-images-amazon.com/images/I/51kcX5PpaZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Alchemist, 25th Anniversary: A Fable About Following Your Dream","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
62316095,9.78006E+12,Yuval Noah Harari,"https://images-na.ssl-images-amazon.com/images/I/41+lolL22gL._SY344_BO1,204,203,200_.jpg",Sapiens: A Brief History of Humankind,"[""Books"",""History"",""World""]"
62316117,9.78006E+12,by Yuval Harari (Author),"https://images-na.ssl-images-amazon.com/images/I/41lZKXt1+ML._SY344_BO1,204,203,200_.jpg",Sapiens: A Brief History of Humankind,"[""Books"",""History"",""World""]"
62319787,62319787,Michelle McNamara,"https://images-na.ssl-images-amazon.com/images/I/51mqAQYYSTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
62319795,62319795,Michelle McNamara,"https://images-na.ssl-images-amazon.com/images/I/51r+K-AOeOL._SY344_BO1,204,203,200_.jpg",I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
