asin,ISBN10,brand,image_url,title,categories
1433805626,1433805626,American Psychological Association,,Publication Manual of the American Psychological Association®,"[""Books"",""New, Used & Rental Textbooks"",""Social Sciences""]"
1433832151,1433832151,American Psychological Association,,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
143383216X,143383216X,American Psychological Association,,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1433832178,1433832178,American Psychological Association,,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright (7th Edition, 2020 Copyright)","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1432102400,1432102400,by Christian Art Publishers (Publisher),"https://images-na.ssl-images-amazon.com/images/I/51nEiPBW6TL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","KJV Holy Bible, Standard Size, Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432117971,1432117971,by Christian Art Publishers (Author),"https://images-na.ssl-images-amazon.com/images/I/51FR95PwJVL._SX218_BO1,204,203,200_QL40_ML2_.jpg","KJV Holy Bible, Giant Print Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Dark Brown","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432119575,1432119575,by Christian Art Publishers (Author),"https://images-na.ssl-images-amazon.com/images/I/41UbjgRN+3L._SX258_BO1,204,203,200_.jpg","KJV Holy Bible, Large Print Compact, Saddle Tan Faux Leather w/Ribbon Marker, Red Letter, King James Version","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432132652,1432132652,by Christian Art Publishers (Author),"https://images-na.ssl-images-amazon.com/images/I/51Hyxc4aT2L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","KJV Holy Bible, Standard Size Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Medium Brown","[""Books"",""Christian Books & Bibles"",""Bibles""]"
1432875922,1432875922,Linda Sue Park,"https://images-na.ssl-images-amazon.com/images/I/414YewCWJJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",A Long Walk to Water,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1440503257,1440503257,Dinah Bucholz,"https://images-na.ssl-images-amazon.com/images/I/51OkNCHR15L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
1440579776,1440579776,Dave Canterbury,"https://images-na.ssl-images-amazon.com/images/I/41VrR-PJZQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Bushcraft 101: A Field Guide to the Art of Wilderness Survival,"[""Books"",""Reference"",""Encyclopedias & Subject Guides""]"
1421561328,1421561328,by Junji Ito (Author),"https://images-na.ssl-images-amazon.com/images/I/51Ef1f4UnqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Uzumaki (3-in-1 Deluxe Edition) (Junji Ito),"[""Books"",""Comics & Graphic Novels"",""Manga""]"
1421582694,9.78142E+12,Kohei HorikoshiCaleb D. Cook,"https://images-na.ssl-images-amazon.com/images/I/51FAgOL-1bL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","My Hero Academia, Vol. 1 (1)","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
1438241569,1438241569,Karl MarxFriedrich Engels,,The Communist Manifesto,"[""Books"",""New, Used & Rental Textbooks"",""Social Sciences""]"
1441412840,1441412840,Joseph Murphy,"https://images-na.ssl-images-amazon.com/images/I/511be9Wr9vL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Power of Your Subconscious Mind,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1439102813,1439102813,Lisa Genova,"https://images-na.ssl-images-amazon.com/images/I/41IvC1NUwTL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Still Alice,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1439156964,1439156964,Jeannette Walls,"https://images-na.ssl-images-amazon.com/images/I/41vI1BF2TtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Glass Castle: A Memoir (Scribner Classics),"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
1439167346,1439167346,Dale Carnegie,"https://images-na.ssl-images-amazon.com/images/I/516c0M+4C+L._SY344_BO1,204,203,200_.jpg",How to Win Friends and Influence People,"[""Books"",""Self-Help"",""Relationships""]"
1439177732,9.78144E+12,Terry Hayes,"https://images-na.ssl-images-amazon.com/images/I/51yCnFA1iqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",I Am Pilgrim: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1439193630,1439193630,Stephen King,"https://images-na.ssl-images-amazon.com/images/I/41W6YBzk--L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",On Writing: A Memoir of the Craft,"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]"
1442450703,9.78144E+12,John Archambault,"https://images-na.ssl-images-amazon.com/images/I/51wfzW0QnXL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Chicka Chicka Boom Boom (Board Book),"[""Books"",""Children's Books"",""Literature & Fiction""]"
1443456624,1443456624,Robin Sharma,"https://images-na.ssl-images-amazon.com/images/I/41XTBJ+t7fL._SY344_BO1,204,203,200_.jpg",The 5 AM Club: Own Your Morning. Elevate Your Life.,"[""Books"",""Business & Money"",""Management & Leadership""]"
1443460710,1443460710,Robin Sharma,"https://images-na.ssl-images-amazon.com/images/I/41PfrH8qb3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The 5 AM Club: Own Your Morning. Elevate Your Life.,"[""Books"",""Business & Money"",""Management & Leadership""]"
144947425X,9.78145E+12,Rupi Kaur,"https://images-na.ssl-images-amazon.com/images/I/31fMO0kRuaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Milk and Honey,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449483186,1449483186,Thomas Kinkade,"https://images-na.ssl-images-amazon.com/images/I/61MBc2ePDvL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Disney Dreams Collection Thomas Kinkade Studios Coloring Book,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
1449486797,1449486797,Rupi Kaur,"https://images-na.ssl-images-amazon.com/images/I/412HlyX42zL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Sun and Her Flowers,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449486800,1449486800,Rupi Kaur,"https://images-na.ssl-images-amazon.com/images/I/411td83IBxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Home Body,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449494862,1449494862,Dustin Brady,"https://images-na.ssl-images-amazon.com/images/I/51aRE9KMtZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Trapped in a Video Game (Volume 1),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1449495761,1449495761,Rupi Kaur,"https://images-na.ssl-images-amazon.com/images/I/41Nl2ZepF6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Sun and Her Flowers,"[""Books"",""Literature & Fiction"",""Poetry""]"
1449496083,1449496083,Dustin Brady,"https://images-na.ssl-images-amazon.com/images/I/51JenDEVWVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Trapped in a Video Game (Volume 1),"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1449496369,9.78145E+12,Rupi Kaur,"https://images-na.ssl-images-amazon.com/images/I/21hMGJvngCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Milk and Honey,"[""Books"",""Literature & Fiction"",""Poetry""]"
1450805752,1450805752,"by Editors of Publications International (Editor), Eric Carle (Illustrator)","https://images-na.ssl-images-amazon.com/images/I/51ddcXBCmcS._SX218_BO1,204,203,200_QL40_ML2_.jpg","World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids","[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
1477821031,1477821031,Damien Boyd,"https://images-na.ssl-images-amazon.com/images/I/41blgww1fkS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","As the Crow Flies (DI Nick Dixon Crime, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1477824758,1477824758,Laila Ibrahim,"https://images-na.ssl-images-amazon.com/images/I/511m-15-FBS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Yellow Crocus,"[""Books"",""Literature & Fiction"",""United States""]"
1477825576,9.78148E+12,Robert Dugoni,"https://images-na.ssl-images-amazon.com/images/I/51ZBb6o4maL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","My Sister's Grave (Tracy Crosswhite, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1483852806,1483852806,"by Brighter Child (Compiler), Carson-Dellosa Publishing (Compiler)","https://images-na.ssl-images-amazon.com/images/I/41ceLh2diDL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","Carson Dellosa Bilingual Sight Words Flash Cards―Grades K-2, 100+ Sight Words in English and Spanish, Double-Sided Cards, Reading Readiness Skills for Ages 5+ (54 pc)","[""Books"",""Children's Books"",""Education & Reference""]"
1471147525,1471147525,by Heidi E Murkoff (Author),"https://images-na.ssl-images-amazon.com/images/I/51MOHmA0ejL._SY291_BO1,204,203,200_QL40_ML2_.jpg",What to Expect When You're Expecting 5th Edition,"[""Books"",""Health, Fitness & Dieting"",""Women's Health""]"
1471190161,1471190161,by Trump Mary L. (Author),"https://images-na.ssl-images-amazon.com/images/I/41DuE-TiMrS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Too Much and Never Enough,"[""Books"",""Biographies & Memoirs"",""Historical""]"
1484009290,1484009290,L.T. Ryan,"https://images-na.ssl-images-amazon.com/images/I/514YfpqEvKL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Noble Beginnings: A Jack Noble Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
1471408493,1471408493,Heather Morris,"https://images-na.ssl-images-amazon.com/images/I/51JyuQDaeKL._SY291_BO1,204,203,200_QL40_ML2_.jpg",The Tattooist of Auschwitz: Young Adult edition - including new foreword and Q+A by the author: the heart-breaking and unforgettable international bestseller,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1465478906,1465478906,Stephen WiacekDKStan Lee,"https://images-na.ssl-images-amazon.com/images/I/61+tBpkhJRL._SX258_BO1,204,203,200_.jpg","Marvel Encyclopedia, New Edition","[""Books"",""Comics & Graphic Novels"",""Graphic Novels""]"
1472229959,9.78147E+12,Kathryn Hughes,"https://images-na.ssl-images-amazon.com/images/I/51vyu4WUmcS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Letter,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1472261402,1472261402,Jeanine Cummins,"https://images-na.ssl-images-amazon.com/images/I/51mDKq5wLwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",American Dirt: The Richard and Judy Book Club pick,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1478913649,1478913649,Lin-Manuel MirandaJeremy McCarter,"https://images-na.ssl-images-amazon.com/images/I/519V+msUN3L._SX258_BO1,204,203,200_.jpg",Hamilton: The Revolution,"[""Books"",""Arts & Photography"",""Performing Arts""]"
1472290690,1472290690,Matthew McConaughey,"https://images-na.ssl-images-amazon.com/images/I/417P-6EL3NL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,"[""Books"",""Arts & Photography"",""Performing Arts""]"
149266247X,149266247X,Adam WallaceAndy Elkerton,"https://images-na.ssl-images-amazon.com/images/I/61ZUGka8uNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",How to Catch a Mermaid,"[""Books"",""Children's Books"",""Literature & Fiction""]"
1492663999,1492663999,Kristina McMorris,"https://images-na.ssl-images-amazon.com/images/I/41SZdcUw+pL._SY344_BO1,204,203,200_.jpg",Sold on a Monday: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1492669733,1492669733,Adam WallaceAndy Elkerton,"https://images-na.ssl-images-amazon.com/images/I/51YnKgQocxL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",How to Catch a Unicorn,"[""Books"",""Children's Books"",""Animals""]"
1492670022,1492670022,by America's Test Kitchen Kids (Author),"https://images-na.ssl-images-amazon.com/images/I/61wS6clUbVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1492671525,1492671525,Kim Michele Richardson,"https://images-na.ssl-images-amazon.com/images/I/5162AK8DWLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Book Woman of Troublesome Creek: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1492691631,1492691631,Kim Michele Richardson,"https://images-na.ssl-images-amazon.com/images/I/5162AK8DWLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Book Woman of Troublesome Creek: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1451505264,1451505264,Oscar Wilde,,The Picture of Dorian Gray,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
1484707230,1484707230,Rick Riordan,"https://images-na.ssl-images-amazon.com/images/I/41d3Xl4fSFS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Percy Jackson and the Olympians 5 Book Paperback Boxed Set (new covers w/poster) (Percy Jackson & the Olympians),"[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1484746457,1484746457,Rick Riordan,"https://images-na.ssl-images-amazon.com/images/I/51tN101qBUL._SY291_BO1,204,203,200_QL40_ML2_.jpg","The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5)","[""Books"",""Children's Books"",""Fairy Tales, Folk Tales & Myths""]"
1484746694,1484746694,Alex HirschRob Renzetti,"https://images-na.ssl-images-amazon.com/images/I/51FnRC2k1hL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Gravity Falls: Journal 3,"[""Books"",""Children's Books"",""Action & Adventure""]"
1454938684,1454938684,Lisa Sterle,"https://images-na.ssl-images-amazon.com/images/I/51YROZjUkaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Modern Witch Tarot Deck (Modern Tarot Library),"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
1451645856,1451645856,William Kent Krueger,"https://images-na.ssl-images-amazon.com/images/I/41xwXiGIWgL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Ordinary Grace,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1451648537,1451648537,Walter Isaacson,"https://images-na.ssl-images-amazon.com/images/I/41dKkez-1rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Steve Jobs: The Exclusive Biography,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
1455520632,9.78146E+12,Nicholas Sparks,"https://images-na.ssl-images-amazon.com/images/I/510Vvy8yHhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Longest Ride,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1451673310,9.78145E+12,Ray Bradbury,"https://images-na.ssl-images-amazon.com/images/I/41qI9quGIdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Fahrenheit 451,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1455524204,1455524204,Michael Connelly,"https://images-na.ssl-images-amazon.com/images/I/51LEUf2BQLL._SY291_BO1,204,203,200_QL40_ML2_.jpg","The Wrong Side of Goodbye (A Harry Bosch Novel, 19)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1455539740,1455539740,Lin-Manuel MirandaJeremy McCarter,"https://images-na.ssl-images-amazon.com/images/I/41CCiE1aWuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",Hamilton: The Revolution,"[""Books"",""Arts & Photography"",""Performing Arts""]"
1455542679,1455542679,James PattersonDavid Ellis,"https://images-na.ssl-images-amazon.com/images/I/51cnxRfFziS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","The Black Book (A Black Book Thriller, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1455559806,1455559806,David Baldacci,"https://images-na.ssl-images-amazon.com/images/I/41NE-i7MHDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg","Memory Man (Memory Man Series, 1)","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1451695187,1451695187,by Eben Alexander III (Author),"https://images-na.ssl-images-amazon.com/images/I/31cSJ0XnzoS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine""]"
1451695195,1451695195,by Eben Alexander (Author),"https://images-na.ssl-images-amazon.com/images/I/41dl09uQoIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine""]"
1451696191,9.78145E+12,Stephen Chbosky,"https://images-na.ssl-images-amazon.com/images/I/41CiEb1Qx2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Perks of Being a Wallflower,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1455563927,9.78146E+12,Min Jin Lee,"https://images-na.ssl-images-amazon.com/images/I/51mulp7HJ+L._SY344_BO1,204,203,200_.jpg",Pachinko (National Book Award Finalist),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1455568295,9.78146E+12,by Wm. Paul Young (Author),"https://images-na.ssl-images-amazon.com/images/I/51-9kowGqtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Shack,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]"
1455570249,1455570249,by Admiral William H. McRaven (Author),"https://images-na.ssl-images-amazon.com/images/I/41rFCQxh5TL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,"[""Books"",""Self-Help"",""Happiness""]"
1501100106,9.7815E+12,JJ Smith,"https://images-na.ssl-images-amazon.com/images/I/416vbX-LgqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",10-Day Green Smoothie Cleanse,"[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss""]"
1455586692,1455586692,Cal Newport,"https://images-na.ssl-images-amazon.com/images/I/41W+SUER72L._SY344_BO1,204,203,200_.jpg",Deep Work: Rules for Focused Success in a Distracted World,"[""Books"",""Business & Money"",""Job Hunting & Careers""]"
1501110349,1501110349,Colleen Hoover,"https://images-na.ssl-images-amazon.com/images/I/41DFHHG+rcL._SY344_BO1,204,203,200_.jpg",November 9: A Novel,"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
1501110365,1501110365,Colleen Hoover,"https://images-na.ssl-images-amazon.com/images/I/51irsfz72HL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",It Ends with Us: A Novel,"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
1501111108,1501111108,Angela Duckworth,"https://images-na.ssl-images-amazon.com/images/I/51r1FcTxyhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Grit: The Power of Passion and Perseverance,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1452111731,1452111731,Sherri Duskey RinkerTom Lichtenheld,"https://images-na.ssl-images-amazon.com/images/I/61lJ27S8XuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1481455923,1481455923,Cassandra Clare,"https://images-na.ssl-images-amazon.com/images/I/512qJxcvPzL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",City of Bones (1) (The Mortal Instruments),"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy""]"
1501111116,1501111116,Angela Duckworth,"https://images-na.ssl-images-amazon.com/images/I/41u6Gt5MRsL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Grit: The Power of Passion and Perseverance,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1481486292,1481486292,Gary Paulsen,"https://images-na.ssl-images-amazon.com/images/I/61DA6i+VaeL._SY344_BO1,204,203,200_.jpg",Hatchet: 30th Anniversary Edition,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
1501127624,9.7815E+12,Walter Isaacson,"https://images-na.ssl-images-amazon.com/images/I/41v+F6t0QkL._SY344_BO1,204,203,200_.jpg",Steve Jobs,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
1501128035,1501128035,Christina Lauren,"https://images-na.ssl-images-amazon.com/images/I/51zXWBd+5sL._SY344_BO1,204,203,200_.jpg",The Unhoneymooners,"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
1501130781,1501130781,by Dr. Edith Eva Eger (Author),"https://images-na.ssl-images-amazon.com/images/I/41OYPmbG8eL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Choice: Embrace the Possible,"[""Books"",""History"",""World""]"
150113079X,150113079X,by Dr. Edith Eva Eger (Author),"https://images-na.ssl-images-amazon.com/images/I/41+T7g8hPrL._SY344_BO1,204,203,200_.jpg",The Choice: Embrace the Possible,"[""Books"",""History"",""World""]"
1501132954,1501132954,Ruth Ware,"https://images-na.ssl-images-amazon.com/images/I/51Kmm7LgLML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Woman in Cabin 10,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1501135910,1501135910,Phil Knight,"https://images-na.ssl-images-amazon.com/images/I/41x7YA9mk4L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Shoe Dog: A Memoir by the Creator of Nike,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
1501135929,1501135929,Phil Knight,"https://images-na.ssl-images-amazon.com/images/I/41XC4j0HiQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Shoe Dog: A Memoir by the Creator of Nike,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics""]"
150113597X,150113597X,Mark R. Levin,"https://images-na.ssl-images-amazon.com/images/I/51gGgVnODsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",American Marxism,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1476729093,1476729093,Graeme Simsion,"https://images-na.ssl-images-amazon.com/images/I/41QUrLgndmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Rosie Project: A Novel,"[""Books"",""Literature & Fiction"",""World Literature""]"
1501139231,1501139231,Taylor Jenkins Reid,"https://images-na.ssl-images-amazon.com/images/I/51us6hpcPtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Seven Husbands of Evelyn Hugo: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1476738025,9.78148E+12,Fredrik Backman,"https://images-na.ssl-images-amazon.com/images/I/416-+cDJ8uL._SY344_BO1,204,203,200_.jpg",A Man Called Ove: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1501144316,1501144316,Matthew Walker,"https://images-na.ssl-images-amazon.com/images/I/51OaSxRAKtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Why We Sleep: Unlocking the Power of Sleep and Dreams,"[""Books"",""Medical Books"",""Medicine""]"
1501144324,1501144324,by Matthew Walker PhD (Author),"https://images-na.ssl-images-amazon.com/images/I/51i+E0CqSkL._SY344_BO1,204,203,200_.jpg",Why We Sleep: Unlocking the Power of Sleep and Dreams,"[""Books"",""Medical Books"",""Medicine""]"
150114524X,150114524X,Ruth Bader Ginsburg,"https://images-na.ssl-images-amazon.com/images/I/51vNkYJs1CL._SY291_BO1,204,203,200_QL40_ML2_.jpg",My Own Words,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1501145258,1501145258,Ruth Bader Ginsburg,"https://images-na.ssl-images-amazon.com/images/I/41ZhmNOH8ZL._SY291_BO1,204,203,200_QL40_ML2_.jpg",My Own Words,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
147674355X,147674355X,Colleen Hoover,"https://images-na.ssl-images-amazon.com/images/I/41fqePIBxTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Hopeless,"[""Books"",""Literature & Fiction"",""Erotica""]"
1476746583,1476746583,Anthony Doerr,"https://images-na.ssl-images-amazon.com/images/I/51D5+B0e8hL._SY344_BO1,204,203,200_.jpg",All the Light We Cannot See,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1457312190,1457312190,The College Board,,"The Official SAT Study Guide, 2020 Edition","[""Books"",""Teen & Young Adult"",""Education & Reference""]"
1476749302,1476749302,William Kent Krueger,"https://images-na.ssl-images-amazon.com/images/I/51sDLHxbr7L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",This Tender Land: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1476753180,1476753180,Colleen Hoover,"https://images-na.ssl-images-amazon.com/images/I/41g9RfNVZBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Ugly Love: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1501154656,1501154656,Lisa Jewell,"https://images-na.ssl-images-amazon.com/images/I/51tcCg6W6ZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",Then She Was Gone: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1476753830,1476753830,Samin NosratWendy MacNaughton,"https://images-na.ssl-images-amazon.com/images/I/51jEmzNkNVL._SX218_BO1,204,203,200_QL40_ML2_.jpg","Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","[""Books"",""Cookbooks, Food & Wine"",""Cooking Education & Reference""]"
1476754470,1476754470,Stephen King,"https://images-na.ssl-images-amazon.com/images/I/51+Xd9XFwsL._SY344_BO1,204,203,200_.jpg",Mr. Mercedes: A Novel (1) (The Bill Hodges Trilogy),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1501160834,1501160834,Fredrik Backman,"https://images-na.ssl-images-amazon.com/images/I/51fpjLKElKL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Anxious People: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1501160842,1501160842,Fredrik Backman,"https://images-na.ssl-images-amazon.com/images/I/51V3SonzoAL._SY291_BO1,204,203,200_QL40_ML2_.jpg",Anxious People: A Novel,"[""Books"",""Humor & Entertainment"",""Humor""]"
1501161938,1501161938,Taylor Jenkins Reid,"https://images-na.ssl-images-amazon.com/images/I/41FYr12RflL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Seven Husbands of Evelyn Hugo: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
145217380X,145217380X,Jill TwissMarlon Bundo,"https://images-na.ssl-images-amazon.com/images/I/51CNFwegBNL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Children’s Book)","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
